Date;CD;LD;Total;Total cumulé
2010-04-05;252;495;747;1094528
2010-04-13;175;1382;1557;1108354
2010-04-15;260;1469;1729;1111675
2010-04-24;507;967;1474;1126761
2010-04-25;447;639;1086;1127847
2010-04-27;246;2096;2342;1132298
2010-05-04;238;1812;2050;1145594
2010-05-06;304;2114;2418;1150215
2010-05-27;270;2297;2567;1188447
2010-06-20;320;543;863;1232307
2010-06-26;328;999;1327;1246189
2010-06-28;242;1891;2133;1249158
2010-07-20;251;1645;1896;1288291
2010-07-22;311;1606;1917;1291839
2010-07-25;299;460;759;1295374
2010-08-03;298;1332;1630;1309270
2010-08-09;346;1101;1447;1317113
2010-08-10;215;1208;1423;1318536
2010-08-20;330;1280;1610;1332349
2010-08-25;214;1231;1445;1338425
2010-09-08;336;2181;2517;1365533
2010-09-09;269;2452;2721;1368254
2010-09-17;383;2476;2859;1386367
2010-09-23;334;2452;2786;1400896
2010-09-27;165;2140;2305;1408549
2010-10-21;334;2554;2888;1460395
2010-11-16;133;2212;2345;1500214
2010-11-25;113;2091;2204;1517045
2010-12-06;71;1572;1643;1532421
2010-12-18;75;732;807;1550083
2010-12-23;45;822;867;1554770
2010-12-25;24;97;121;1555633
2011-01-12;95;1541;1636;1574918
2011-01-13;122;1985;2107;1577025
2011-01-15;151;1054;1205;1580126
2011-01-21;89;1851;1940;1590825
2011-02-13;109;439;548;1626269
2011-02-18;150;2016;2166;1636407
2011-02-20;243;566;809;1638231
2011-02-21;83;1429;1512;1639743
2011-03-16;191;2208;2399;1677683
2011-03-28;97;2114;2211;1701062
2011-03-30;74;1773;1847;1704666
2011-03-31;107;2001;2108;1706774
2011-04-10;381;747;1128;1728677
2011-04-15;363;2477;2840;1741944
2011-04-17;651;854;1505;1745316
2011-04-20;401;2536;2937;1753855
2011-05-04;338;2038;2376;1781241
2011-05-06;398;2222;2620;1786389
2011-05-09;250;2605;2855;1791975
2011-05-22;637;876;1513;1826440
2011-05-24;280;2764;3044;1832370
2011-06-16;334;2683;3017;1887399
2011-06-23;215;2656;2871;1902851
2011-06-25;564;1366;1930;1907559
2011-07-09;383;1223;1606;1939386
2011-07-18;209;1846;2055;1955330
2011-07-31;435;591;1026;1979871
2011-08-02;324;1687;2011;1983822
2011-08-05;304;1538;1842;1989034
2011-08-08;332;1413;1745;1992003
2011-08-10;344;1668;2012;1996013
2011-08-12;328;1288;1616;1999538
2011-08-15;648;619;1267;2002535
2011-08-19;501;1789;2290;2011133
2011-08-20;464;856;1320;2012453
2011-08-27;453;1105;1558;2025151
2011-08-28;399;776;1175;2026326
2011-08-29;269;2210;2479;2028805
2011-09-08;333;2813;3146;2057619
2011-10-01;1017;2118;3135;2134734
2011-10-04;543;3929;4472;2145650
2011-10-07;628;3540;4168;2158292
2011-10-19;386;3542;3928;2201802
2011-10-24;177;2218;2395;2217011
2011-11-08;294;3023;3317;2259361
2011-11-26;555;1927;2482;2322018
2011-12-09;194;1881;2075;2356412
2011-12-14;151;2384;2535;2368990
2011-12-17;402;1663;2065;2375387
2012-01-04;155;2991;3146;2406167
2012-01-08;348;1079;1427;2416149
2012-01-12;275;3378;3653;2429990
2012-01-13;405;3327;3732;2433722
2012-01-23;191;3046;3237;2459166
2012-02-09;105;2303;2408;2500349
2012-02-18;423;1247;1670;2519459
2012-02-29;292;3341;3633;2548711
2012-03-12;291;3236;3527;2585467
2012-04-01;908;1477;2385;2656209
2012-04-02;318;3444;3762;2659971
2012-04-11;271;2401;2672;2685280
2012-04-18;131;1770;1901;2701910
2012-04-22;337;1249;1586;2711179
2012-05-02;469;3394;3863;2737555
2012-05-22;400;3762;4162;2796447
2012-06-21;517;3521;4038;2904220
2012-06-23;1225;2084;3309;2912089
2012-06-30;823;1702;2525;2936724
2012-08-09;836;2459;3295;3060689
2012-08-12;912;801;1713;3067518
2012-09-01;875;1979;2854;3128872
2012-09-12;615;4535;5150;3175573
2012-09-19;647;4766;5413;3209451
2012-09-28;758;4648;5406;3248085
2012-09-29;1116;2678;3794;3251879
2012-10-02;431;4769;5200;3264994
2012-10-04;540;4725;5265;3274510
2012-10-05;697;4827;5524;3280034
2012-10-06;532;1517;2049;3282083
2012-10-11;350;3794;4144;3299878
2012-10-12;641;4796;5437;3305315
2012-10-18;219;2967;3186;3325812
2012-10-20;533;2107;2640;3332413
2012-10-28;588;1636;2224;3364589
2012-10-30;348;3845;4193;3372422
2012-11-08;364;4305;4669;3400266
2012-11-12;231;4317;4548;3413864
2012-11-25;602;1846;2448;3468265
2012-11-28;238;4174;4412;3481647
2012-12-01;459;2446;2905;3493752
2012-12-10;164;3636;3800;3523920
2013-01-02;265;2226;2491;3577870
2013-01-04;287;2821;3108;3583916
2013-01-07;130;3422;3552;3591243
2013-01-13;340;1511;1851;3613409
2013-01-18;173;1879;2052;3629958
2013-01-23;158;3612;3770;3643347
2013-01-24;186;3998;4184;3647531
2013-02-14;265;3813;4078;3712546
2013-02-23;340;1588;1928;3743866
2013-02-25;95;2351;2446;3747606
2013-03-06;234;3027;3261;3772159
2013-03-15;337;3887;4224;3802287
2013-03-17;460;1547;2007;3806471
2013-04-15;283;3770;4053;3898478
2013-04-16;394;4331;4725;3903203
2013-04-20;1299;2596;3895;3921999
2013-04-27;406;1520;1926;3946026
2013-05-05;778;1580;2358;3968448
2013-05-06;432;3733;4165;3972613
2013-05-09;955;1384;2339;3981352
2013-05-26;906;1609;2515;4037815
2013-06-08;1012;2465;3477;4091271
2013-06-11;346;3383;3729;4101385
2013-06-17;399;3280;3679;4124693
2013-07-06;1094;2028;3122;4200835
2013-07-12;877;3670;4547;4224953
2013-07-16;559;3295;3854;4238041
2013-07-17;614;3380;3994;4242035
2013-07-22;422;2708;3130;4257735
2013-07-24;502;3401;3903;4264712
2013-07-25;597;3186;3783;4268495
2013-07-28;782;1095;1877;4276355
2013-08-03;1083;1587;2670;4295611
2013-08-14;720;2475;3195;4327437
2013-08-18;418;686;1104;4336075
2013-09-01;1014;1937;2951;4387184
2013-09-09;436;3668;4104;4422400
2013-09-12;568;4582;5150;4438179
2013-09-14;453;1283;1736;4445399
2013-10-13;717;1637;2354;4576314
2013-10-20;572;1594;2166;4604446
2013-11-03;278;1156;1434;4651363
2013-11-06;229;4196;4425;4663442
2013-11-24;475;1622;2097;4725747
2013-12-20;490;4144;4634;4822589
2013-12-21;390;1991;2381;4824970
2013-12-26;224;1343;1567;4830418
2013-12-31;119;1152;1271;4836343
2014-01-01;403;455;858;4837201
2014-01-04;245;1311;1556;4843231
2014-01-16;149;3388;3537;4881681
2014-01-22;180;3620;3800;4900842
2014-01-31;245;3043;3288;4929421
2014-03-02;397;957;1354;5018321
2014-03-08;975;2347;3322;5037235
2014-03-16;934;1793;2727;5065475
2014-03-29;920;2854;3774;5114144
2014-04-02;340;4084;4424;5130105
2014-04-05;660;2076;2736;5141325
2014-04-10;456;4559;5015;5162084
2014-04-21;538;1390;1928;5204306
2014-05-03;899;1669;2568;5243623
2014-05-17;1267;2751;4018;5290598
2014-05-19;254;3689;3943;5297284
2014-05-26;252;3816;4068;5321985
2014-05-31;974;1935;2909;5339528
2014-06-06;718;4498;5216;5364951
2014-06-09;1256;2142;3398;5377170
2014-06-19;594;4410;5004;5421387
2014-07-07;339;3479;3818;5491908
2014-07-26;1298;1918;3216;5562441
2014-07-27;926;1092;2018;5564459
2014-08-07;817;2712;3529;5601333
2014-08-13;578;2295;2873;5615402
2014-09-09;669;4963;5632;5716869
2014-09-18;821;5622;6443;5764903
2014-09-29;357;4670;5027;5822605
2014-10-01;550;5429;5979;5834547
2014-10-03;729;5507;6236;5847138
2014-10-04;733;2411;3144;5850282
2014-10-11;909;2806;3715;5878544
2014-10-30;641;3960;4601;5957955
2014-10-31;852;3965;4817;5962772
2014-11-13;319;4450;4769;6008089
2014-11-17;176;3826;4002;6021573
2014-11-19;317;4333;4650;6031048
2014-12-06;672;2434;3106;6100111
2014-12-14;529;1716;2245;6125873
2014-12-23;207;2606;2813;6154422
2014-12-24;144;1369;1513;6155935
2015-01-20;139;3495;3634;6219365
2015-01-22;182;3465;3647;6226473
2015-01-27;153;3707;3860;6241301
2015-01-29;178;2213;2391;6246974
2015-02-05;249;3375;3624;6268831
2015-02-07;361;1653;2014;6274140
2015-02-08;336;1228;1564;6275704
2015-02-18;221;2834;3055;6302866
2015-02-21;460;1660;2120;6312448
2015-03-10;219;3892;4111;6369739
2015-03-16;233;3673;3906;6391361
2015-03-22;475;1574;2049;6412223
2015-04-04;701;1987;2688;6456362
2015-04-08;472;4258;4730;6469502
2015-04-12;1142;1905;3047;6484718
2015-04-19;1229;1934;3163;6511723
2015-04-24;496;3306;3802;6531837
2015-05-02;244;652;896;6554342
2015-05-07;545;4326;4871;6572170
2015-05-10;1109;1627;2736;6580349
2015-05-28;500;4432;4932;6650817
2015-06-05;826;4657;5483;6686217
2015-06-10;392;4032;4424;6707436
2015-06-27;1221;2318;3539;6780619
2015-06-29;475;3715;4190;6787601
2015-07-09;750;4239;4989;6829097
2015-07-10;891;3889;4780;6833877
2015-07-23;730;3714;4444;6880280
2015-07-24;590;3075;3665;6883945
2015-07-25;1150;2075;3225;6887170
2015-08-05;931;2763;3694;6921837
2015-08-06;947;2833;3780;6925617
2015-08-09;1327;1064;2391;6934592
2015-08-23;1046;1586;2632;6981301
2015-08-26;440;2384;2824;6989163
2015-09-02;697;3886;4583;7013878
2015-09-03;669;4316;4985;7018863
2015-09-04;655;4162;4817;7023680
2015-09-15;435;3927;4362;7069965
2015-09-19;1181;3124;4305;7087507
2015-09-20;1191;2304;3495;7091002
2015-09-25;625;4932;5557;7115811
2015-09-29;415;4853;5268;7132798
2015-10-10;995;2946;3941;7181976
2015-10-27;241;2748;2989;7249967
2015-11-05;355;3573;3928;7286433
2015-11-10;521;4739;5260;7307001
2015-11-12;438;4455;4893;7315124
2015-11-14;815;2457;3272;7323237
2015-11-16;166;3369;3535;7329107
2015-11-18;272;4012;4284;7336626
2015-11-19;335;4167;4502;7341128
2015-11-21;679;2348;3027;7346887
2015-11-24;177;3014;3191;7356140
2015-11-26;304;4294;4598;7364946
2015-11-30;211;3596;3807;7377951
2015-12-10;308;4303;4611;7418803
2015-12-20;356;1195;1551;7455616
2015-12-23;387;2980;3367;7465469
2015-12-28;188;1898;2086;7472334
2016-01-19;192;3728;3920;7536514
2016-02-04;328;3912;4240;7591840
2016-02-15;158;2709;2867;7622945
2016-02-26;425;3903;4328;7656765
2016-02-27;618;2125;2743;7659508
2016-02-28;614;1513;2127;7661635
2016-03-05;582;2088;2670;7682284
2016-03-11;435;3855;4290;7704066
2016-03-22;259;3906;4165;7743883
2016-03-26;456;1347;1803;7758867
2016-03-27;444;818;1262;7760129
2016-04-10;671;1265;1936;7807098
2016-04-12;455;3509;3964;7814314
2016-04-16;1048;2484;3532;7829198
2016-04-23;835;2520;3355;7858621
2016-04-28;880;5017;5897;7879746
2016-05-03;675;5110;5785;7900693
2016-05-10;434;4333;4767;7926033
2016-05-17;684;4986;5670;7953061
2016-05-28;1010;2554;3564;8002535
2016-06-03;460;4392;4852;8028365
2016-06-10;606;4389;4995;8060725
2016-06-12;816;1562;2378;8066847
2016-06-16;493;4367;4860;8083559
2016-06-22;498;3527;4025;8110234
2021-09-01;408;3920;4328;13961298
2021-09-03;579;4351;4930;13971031
2021-09-22;381;4645;5026;14056217
2021-10-23;685;2723;3408;14184446
2021-10-28;537;3817;4354;14202573
2021-10-30;570;2099;2669;14209301
2021-11-22;140;3025;3165;14283535
2021-11-23;143;3447;3590;14287125
2021-12-04;349;2083;2432;14320346
2021-12-06;108;2650;2758;14324923
2021-12-20;123;2095;2218;14365147
2021-12-29;112;1061;1173;14376524
2022-01-07;123;2264;2387;14394529
2022-01-15;247;1641;1888;14412478
2022-01-18;132;2667;2799;14418991
2022-01-19;154;2455;2609;14421600
2022-01-23;197;1128;1325;14430796
2022-01-24;77;2274;2351;14433147
2022-01-27;168;2808;2976;14441033
2022-01-31;104;2226;2330;14449786
2022-03-01;289;3418;3707;14525944
2022-03-19;730;2305;3035;14581017
2022-04-25;413;3473;3886;14705010
2022-03-02;291;3231;3522;14529466
2022-03-07;187;2786;2973;14543630
2022-03-14;185;3117;3302;14563538
2022-03-15;196;3331;3527;14567065
2022-05-04;448;3935;4383;14744134
2022-04-04;216;2929;3145;14636023
2021-11-02;99;1989;2088;14214805
2021-11-07;451;2168;2619;14231024
2021-11-16;248;3722;3970;14263629
2021-11-28;277;1451;1728;14301686
2021-12-02;230;3316;3546;14315447
2021-12-03;166;2301;2467;14317914
2021-12-07;98;2748;2846;14327769
2021-12-16;239;3471;3710;14355527
2021-12-22;123;1900;2023;14369314
2021-12-24;114;1089;1203;14372679
2021-12-27;73;797;870;14374239
2022-01-08;127;1193;1320;14395849
2022-01-11;172;2814;2986;14401989
2022-01-22;257;1633;1890;14429471
2022-02-08;184;2490;2674;14470600
2022-02-10;180;2691;2871;14476262
2021-09-05;750;2839;3589;13978862
2021-09-16;482;5041;5523;14029191
2021-09-18;743;3350;4093;14038752
2021-10-17;491;2020;2511;14159374
2021-10-20;204;3769;3973;14171599
2008-05-12;1614;133;1747;13754
2008-05-14;944;209;1153;16208
2008-05-25;574;228;802;30242
2008-05-27;501;606;1107;32420
2008-05-28;662;599;1261;33681
2008-05-31;1175;658;1833;39010
2008-06-10;860;1227;2087;54780
2008-06-11;793;1217;2010;56790
2008-06-13;866;1148;2014;60619
2008-06-21;936;1123;2059;74791
2008-06-27;513;1576;2089;86915
2008-06-28;624;974;1598;88513
2008-07-21;307;1256;1563;124330
2008-07-29;421;1372;1793;136129
2008-08-05;418;1179;1597;146116
2008-08-07;405;985;1390;149154
2008-08-23;504;760;1264;167974
2008-08-25;286;1337;1623;170149
2008-08-26;292;1539;1831;171980
2008-09-02;263;1504;1767;184763
2008-09-18;539;2112;2651;216058
2008-09-26;492;2203;2695;236482
2008-09-29;291;1925;2216;242102
2008-10-22;267;2192;2459;290449
2008-10-29;206;1694;1900;303917
2008-11-01;119;477;596;307360
2008-11-16;260;686;946;331874
2008-11-18;146;2024;2170;336238
2008-11-19;183;2150;2333;338571
2008-11-30;100;484;584;357373
2008-12-16;87;1814;1901;384645
2008-12-20;244;1201;1445;392016
2008-12-26;69;458;527;397659
2009-01-07;76;1379;1455;407262
2009-01-10;139;929;1068;411511
2009-01-12;58;1456;1514;413735
2009-01-23;125;1598;1723;430679
2009-02-16;80;1241;1321;463397
2009-02-25;211;1990;2201;477835
2009-03-01;319;570;889;484878
2009-03-30;114;1865;1979;539309
2009-03-31;143;2244;2387;541696
2009-04-14;125;1336;1461;561431
2009-04-22;242;2088;2330;574102
2009-05-05;172;2120;2292;596970
2009-05-14;316;2079;2395;614020
2009-05-20;425;1881;2306;625168
2009-05-23;301;658;959;628864
2009-05-30;387;1014;1401;641611
2009-06-04;333;2025;2358;650786
2009-06-05;473;2244;2717;653503
2009-06-17;347;1754;2101;673623
2009-06-24;321;1806;2127;686127
2009-06-30;259;1706;1965;696460
2009-07-04;326;792;1118;702338
2009-07-06;193;1327;1520;704630
2009-07-27;254;1086;1340;731515
2009-08-02;336;322;658;738682
2009-08-05;330;1063;1393;742860
2009-09-05;302;850;1152;782452
2009-09-19;611;1103;1714;806777
2009-10-02;499;1978;2477;834449
2009-10-12;280;1880;2160;851816
2009-10-16;496;2206;2702;861301
2009-10-22;220;1693;1913;870778
2009-10-25;329;532;861;874147
2009-11-02;127;1026;1153;885950
2009-11-10;113;1247;1360;898994
2009-12-18;110;1186;1296;956911
2009-12-20;52;271;323;958111
2010-01-01;138;245;383;965660
2010-01-21;144;1709;1853;991079
2010-02-06;145;913;1058;1013169
2010-02-15;103;1203;1306;1024857
2010-02-16;129;1353;1482;1026339
2010-02-23;95;1334;1429;1034476
2010-02-24;55;956;1011;1035487
2010-02-25;72;1049;1121;1036608
2010-02-28;208;519;727;1039370
2010-03-01;52;1226;1278;1040648
2010-03-11;123;1739;1862;1056866
2010-03-12;119;1647;1766;1058632
2010-03-13;265;917;1182;1059814
2010-03-21;279;719;998;1072182
2010-03-26;133;1523;1656;1081697
2010-03-28;131;510;641;1083471
2010-04-01;214;1898;2112;1090917
2010-04-10;435;1002;1437;1104483
2010-04-23;370;1638;2008;1125287
2010-05-05;321;1882;2203;1147797
2010-05-07;364;2092;2456;1152671
2010-05-25;205;2136;2341;1183664
2010-05-30;236;614;850;1192583
2010-05-31;127;1490;1617;1194200
2010-06-17;245;2170;2415;1227981
2010-06-30;278;2147;2425;1254006
2010-07-05;241;1907;2148;1263032
2010-07-21;273;1358;1631;1289922
2010-07-29;283;1586;1869;1302540
2010-08-17;282;1195;1477;1327246
2010-09-05;395;618;1013;1358324
2010-09-21;284;2655;2939;1395453
2010-09-25;345;1239;1584;1405204
2010-09-30;275;2531;2806;1416501
2010-10-13;249;2330;2579;1440923
2010-11-02;149;1620;1769;1479260
2010-11-17;95;1682;1777;1501991
2010-11-29;74;1682;1756;1522404
2010-12-09;127;1790;1917;1536248
2010-12-12;106;578;684;1540024
2010-12-20;71;1171;1242;1551672
2010-12-29;56;674;730;1557869
2011-01-18;136;1992;2128;1584889
2011-01-29;171;780;951;1602056
2011-02-03;157;1865;2022;1609599
2011-02-05;251;996;1247;1612983
2011-03-01;97;1625;1722;1652981
2011-03-13;233;524;757;1670528
2011-04-14;288;2467;2755;1739104
2011-04-26;326;2026;2352;1765806
2011-05-03;323;1998;2321;1778865
2011-05-11;327;2710;3037;1798041
2011-05-12;395;2818;3213;1801254
2011-05-15;537;877;1414;1807619
2011-05-26;308;2887;3195;1838724
2011-06-03;485;1405;1890;1859137
2011-06-06;201;2442;2643;1863810
2011-06-11;351;1150;1501;1877132
2011-06-14;232;2641;2873;1881623
2011-06-20;195;2032;2227;1894336
2011-06-24;268;2510;2778;1905629
2011-06-29;331;2584;2915;1917044
2011-07-07;281;2170;2451;1935603
2011-07-15;466;1260;1726;1951944
2011-07-17;275;500;775;1953275
2011-07-30;529;1000;1529;1978845
2011-08-09;309;1689;1998;1994001
2011-08-11;321;1588;1909;1997922
2011-08-26;203;1707;1910;2023593
2011-09-14;357;3149;3506;2073487
2011-09-15;565;3455;4020;2077507
2011-09-17;481;1230;1711;2083317
2011-09-22;609;3622;4231;2100846
2011-10-03;462;3657;4119;2141178
2011-10-06;619;3578;4197;2154124
2011-10-10;321;3334;3655;2166643
2011-10-21;514;3501;4015;2209956
2011-11-19;856;2219;3075;2298242
2011-12-31;131;681;812;2398347
2012-01-09;171;3039;3210;2419359
2012-01-11;279;3252;3531;2426337
2012-01-14;410;1780;2190;2435912
2012-01-15;251;872;1123;2437035
2012-01-16;138;2659;2797;2439832
2012-01-18;206;2482;2688;2445520
2012-01-22;415;1159;1574;2455929
2012-01-24;188;3261;3449;2462615
2012-01-31;111;2883;2994;2481048
2012-02-07;72;2307;2379;2495779
2012-02-20;174;2250;2424;2523261
2012-02-28;325;3550;3875;2545078
2012-03-03;489;1657;2146;2558661
2012-03-13;260;3761;4021;2589488
2012-03-15;435;3646;4081;2597446
2012-04-03;436;3677;4113;2664084
2012-04-19;310;2484;2794;2704704
2012-04-24;230;3203;3433;2716446
2012-04-27;409;3232;3641;2726197
2012-04-28;281;1061;1342;2727539
2012-05-03;479;3688;4167;2741722
2012-05-06;665;1397;2062;2749187
2012-06-19;523;3964;4487;2896014
2012-06-22;794;3766;4560;2908780
2012-06-24;535;957;1492;2913581
2012-07-03;603;3646;4249;2947202
2012-07-17;658;3191;3849;2992024
2012-07-28;1152;1537;2689;3029232
2012-07-31;762;2785;3547;3036179
2012-08-18;1035;1222;2257;3084021
2012-08-20;601;2525;3126;3089087
2012-08-29;520;3389;3909;3117851
2012-09-05;586;4006;4592;3144964
2012-09-08;996;2223;3219;3158497
2012-09-15;1113;2659;3772;3190252
2012-09-21;656;3968;4624;3220022
2012-09-26;449;3920;4369;3238335
2012-10-25;389;4921;5310;3354251
2012-11-05;259;3159;3418;3387066
2012-11-14;291;4353;4644;3423784
2012-11-18;506;1685;2191;3438926
2012-11-23;482;4088;4570;3462469
2012-12-05;254;3891;4145;3506604
2012-12-29;295;1214;1509;3571765
2013-01-19;251;1784;2035;3631993
2013-02-02;463;2315;2778;3674787
2013-02-03;390;1385;1775;3676562
2013-02-18;181;3653;3834;3726401
2013-02-27;135;2623;2758;3753030
2013-03-01;217;2724;2941;3758912
2013-03-23;790;2678;3468;3827685
2013-04-05;188;2782;2970;3867964
2013-04-19;591;4328;4919;3918104
2013-05-03;475;3503;3978;3962827
2013-05-07;519;4132;4651;3977264
2013-05-11;736;1724;2460;3986546
2013-05-13;261;3581;3842;3992205
2013-05-22;390;4042;4432;4023393
2013-05-24;465;3814;4279;4032229
2013-05-27;402;3971;4373;4042188
2013-06-04;467;4260;4727;4072415
2013-06-20;542;4180;4722;4137817
2013-06-21;753;4094;4847;4142664
2013-06-30;1105;1601;2706;4176452
2013-07-11;765;3737;4502;4220406
2013-07-18;618;3560;4178;4246213
2013-07-19;663;3218;3881;4250094
2013-08-10;881;1552;2433;4316043
2013-08-12;554;2217;2771;4321021
2013-09-05;709;4698;5407;4407183
2013-09-08;737;1659;2396;4418296
2013-09-13;682;4802;5484;4443663
2013-09-16;452;4119;4571;4452618
2013-09-17;327;3983;4310;4456928
2013-09-20;803;4758;5561;4472388
2013-09-25;594;5084;5678;4495836
2013-09-29;796;1668;2464;4512614
2013-10-08;469;4863;5332;4555435
2013-10-11;494;4245;4739;4570930
2013-10-25;622;4186;4808;4626841
2013-10-27;460;1173;1633;4632356
2013-10-30;352;3653;4005;4643337
2013-11-14;311;4386;4697;4690398
2013-11-20;177;3355;3532;4712244
2013-12-01;525;1631;2156;4752043
2013-12-02;154;3597;3751;4755794
2013-12-12;227;3608;3835;4793130
2013-12-22;292;830;1122;4826092
2013-12-23;105;1603;1708;4827800
2013-12-28;190;834;1024;4832515
2014-01-10;307;3995;4302;4862335
2014-01-13;113;3233;3346;4870700
2014-01-21;191;3812;4003;4897042
2014-01-29;178;3708;3886;4921819
2014-02-03;155;2925;3080;4937064
2014-02-24;213;3676;3889;5000481
2014-02-26;220;3736;3956;5007930
2014-03-10;392;3227;3619;5043577
2014-03-11;328;3429;3757;5047334
2014-03-17;272;3952;4224;5069699
2014-03-24;135;2803;2938;5095931
2014-05-10;625;1441;2066;5262182
2014-05-14;392;4187;4579;5276338
2014-06-01;836;1489;2325;5341853
2014-06-03;360;3901;4261;5350374
2014-07-01;444;4140;4584;5470014
2014-07-02;648;4291;4939;5474953
2014-07-06;617;1327;1944;5488090
2014-07-15;643;3492;4135;5520945
2014-07-16;626;3730;4356;5525301
2014-07-17;692;3655;4347;5529648
2014-07-19;1298;2069;3367;5537342
2014-07-30;634;3310;3944;5575027
2014-08-05;762;2757;3519;5594860
2014-08-10;770;985;1755;5607598
2014-08-11;530;2049;2579;5610177
2014-08-12;436;1916;2352;5612529
2014-08-24;879;1389;2268;5648514
2014-08-28;577;3772;4349;5662320
2014-09-10;748;4902;5650;5722519
2014-09-15;579;4817;5396;5746519
2014-09-19;1027;5652;6679;5771582
2014-10-15;253;3486;3739;5894744
2014-10-20;333;3335;3668;5916226
2014-11-02;722;1492;2214;5968793
2014-11-04;243;4318;4561;5975238
2014-11-12;198;3795;3993;6003320
2014-11-26;267;4248;4515;6059510
2014-12-05;318;3695;4013;6097005
2014-12-21;529;1478;2007;6148813
2015-01-06;147;3388;3535;6176843
2015-01-18;276;773;1049;6212262
2015-01-24;416;2038;2454;6232701
2015-02-23;128;2816;2944;6316774
2015-02-25;274;3135;3409;6324199
2015-03-13;354;3308;3662;6382429
2015-03-26;260;3365;3625;6426901
2015-03-29;372;1226;1598;6434246
2015-04-05;886;1267;2153;6458515
2015-04-09;492;4611;5103;6474605
2015-04-11;608;1962;2570;6481671
2015-04-18;944;2108;3052;6508560
2015-04-20;365;3277;3642;6515365
2015-04-25;720;1973;2693;6534530
2015-05-17;1108;1666;2774;6605321
2015-05-30;993;2599;3592;6659398
2015-07-28;272;2073;2345;6893991
2015-08-11;803;2540;3343;6941274
2015-08-16;1106;1252;2358;6955242
2015-08-18;911;3152;4063;6962875
2015-08-22;1273;1915;3188;6978669
2015-08-31;390;3222;3612;7004496
2015-09-12;974;2279;3253;7059488
2015-09-13;617;1314;1931;7061419
2015-10-05;235;3014;3249;7158416
2015-10-13;365;4561;4926;7194687
2015-10-16;538;4473;5011;7209624
2015-10-31;1034;2754;3788;7265777
2015-11-03;379;4064;4443;7277774
2015-11-07;874;2754;3628;7294089
2015-11-22;594;1539;2133;7349020
2015-11-23;226;3703;3929;7352949
2015-11-29;485;1500;1985;7374144
2015-12-07;236;4030;4266;7406029
2015-12-11;353;4247;4600;7423403
2015-12-13;485;1834;2319;7429139
2016-01-03;134;553;687;7483382
2016-01-14;237;4045;4282;7520559
2016-03-20;737;1483;2220;7735939
2016-03-24;516;4508;5024;7753160
2016-04-03;734;1670;2404;7783377
2016-04-14;426;3090;3516;7821616
2016-04-21;385;4382;4767;7850460
2016-05-02;278;3816;4094;7894908
2016-05-11;351;4174;4525;7930558
2016-05-16;708;1756;2464;7947391
2016-05-21;1194;2802;3996;7970877
2016-05-24;527;4821;5348;7982342
2016-05-31;426;4665;5091;8013454
2016-06-13;233;3338;3571;8070418
2016-06-27;350;3778;4128;8131251
2016-07-04;609;4049;4658;8160852
2016-07-12;643;4204;4847;8200450
2016-07-13;628;3863;4491;8204941
2016-07-15;1178;2466;3644;8211747
2016-07-23;1503;2271;3774;8243909
2016-08-09;1077;3238;4315;8309651
2016-08-12;1065;2817;3882;8321752
2016-08-15;1004;1181;2185;8329118
2016-08-18;889;3442;4331;8341570
2016-08-22;643;3550;4193;8354586
2016-08-26;953;4136;5089;8374399
2016-09-15;1043;5407;6450;8469879
2016-09-25;1289;2426;3715;8519869
2016-09-30;567;3593;4160;8547670
2016-10-01;868;2549;3417;8551087
2016-10-12;448;4708;5156;8605266
2016-10-14;591;4721;5312;8616039
2016-10-15;610;2136;2746;8618785
2016-10-20;538;4647;5185;8640118
2016-10-23;444;1050;1494;8650183
2016-11-02;335;3970;4305;8687343
2016-11-14;271;4215;4486;8732736
2016-12-06;218;4461;4679;8812961
2017-01-08;213;1055;1268;8907659
2017-01-25;163;3060;3223;8959974
2017-02-09;240;3700;3940;9005210
2017-02-15;322;3302;3624;9022957
2017-02-17;503;3310;3813;9030617
2017-02-22;250;2899;3149;9044071
2017-02-27;78;1967;2045;9056605
2017-03-08;204;3295;3499;9083787
2017-03-17;460;4074;4534;9119406
2017-04-02;708;1645;2353;9177206
2017-04-06;532;4572;5104;9195603
2017-04-19;395;3208;3603;9242033
2017-04-27;335;3937;4272;9270990
2017-05-12;402;4038;4440;9323986
2017-05-13;895;2442;3337;9327323
2017-06-01;594;4644;5238;9399092
2017-06-03;791;2026;2817;9407005
2017-06-04;1181;1455;2636;9409641
2017-06-08;534;4504;5038;9425590
2017-06-10;935;2568;3503;9434137
2017-06-12;418;4030;4448;9440998
2017-06-17;942;2283;3225;9464093
2017-07-07;636;3820;4456;9544616
2017-07-18;661;3493;4154;9581857
2017-07-28;837;3105;3942;9616568
2017-08-21;668;2917;3585;9688156
2017-09-06;511;3877;4388;9746047
2017-09-20;519;4304;4823;9798303
2017-09-29;360;3510;3870;9838358
2017-10-02;273;3461;3734;9846742
2017-10-24;1898;5215;7113;9939887
2017-11-06;244;3781;4025;9983259
2017-11-21;267;4010;4277;10037617
2017-12-14;218;2735;2953;10110336
2017-12-17;386;1361;1747;10118343
2017-12-22;352;3185;3537;10136844
2018-01-03;81;1501;1582;10151069
2018-01-14;338;1179;1517;10179777
2018-01-19;313;3266;3579;10195673
2018-01-22;168;2952;3120;10201450
2018-02-09;185;2762;2947;10252600
